;Title;Producer;Vintage;Wine Type;Colour;Country;Region;Appellation;Sweetness;Closure;Alcohol;Body;Oak;Grapes;Brand
862;Domaine la Monardière, Le Rosé, Vacqueyras, Rhône, France 2021;Domaine la Monardière;2021;Still;Rosé;France;Rhône;Vacqueyras;Dry;Cork;;Full;Unoaked;['25% Cinsault', '25% Mourvèdre', '50% Grenache'];Le Rosé
863;Domaine Montirius, Le Village, Vacqueyras, Rhône, France 2021;Domaine Montirius;2021;Still;Red;France;Rhône;Vacqueyras;Dry;Cork;14.50%;Medium;Unoaked;['20% Syrah / Shiraz', '80% Grenache'];Le Village
864;Domaine Brunely, Les Secrets de la Licorne, Vacqueyras, Rhône, France 2021;Domaine Brunely;2021;Still;Red;France;Rhône;Vacqueyras;Dry;Cork;14.00%;Medium;Unoaked;['40% Syrah / Shiraz', '60% Grenache'];Les Secrets de la Licorne
865;Domaine du Grand Prieur, Vacqueyras, Rhône, France 2021;Domaine du Grand Prieur;2021;Still;Red;France;Rhône;Vacqueyras;Dry;Cork;15.00%;Medium;Lightly Oaked;['Mourvèdre', '35% Syrah / Shiraz', '60% Grenache'];
866;André Perret, Chéry, Condrieu, Rhône, France 2021;André Perret;2021;Still;White;France;Rhône;;;;;;;;Chéry
867;Domaine Niero, Chérytage, Condrieu, Rhône, France 2021;Domaine Niero;2021;Still;White;France;Rhône;Condrieu;Dry;Cork;;Full;Oaked;['100% Viognier'];Chérytage
868;Domaine Garon, La Vieille Maison, Condrieu, Rhône, France 2021;Domaine Garon;2021;Still;White;France;Rhône;Condrieu;Dry;Cork;14.00%;Full;Oaked;['100% Viognier'];La Vieille Maison
869;Stéphane Ogier, La Combe de Malleval, Condrieu, Rhône, France 2021;Stéphane Ogier;2021;Still;White;France;Rhône;Condrieu;Dry;Cork;12.50%;Full;Lightly Oaked;['100% Viognier'];La Combe de Malleval
870;Vignoble de Boisseyt, Les Corbonnes, Condrieu, Rhône, France 2021;Vignoble de Boisseyt;2021;Still;White;France;Rhône;Condrieu;Dry;Cork;;Full;Oaked;['100% Viognier'];Les Corbonnes
871;Domaine Gonon, Les Oliviers, St-Joseph, Rhône, France 2021;Domaine Gonon;2021;Still;White;France;Rhône;St-Joseph;Dry;Cork;;Medium;Lightly Oaked;['80% Marsanne', '20% Roussanne'];Les Oliviers
872;Vignobles Chirat, Chays d'Oeuvre, St-Joseph, Rhône, France 2021;Vignobles Chirat;2021;Still;White;France;Rhône;St-Joseph;Dry;Cork;13.00%;Medium;Lightly Oaked;['40% Marsanne', '60% Roussanne'];Chays d'Oeuvre
873;Domaine Gonon, St-Joseph, Rhône, France 2021;Domaine Gonon;2021;Still;Red;France;Rhône;St-Joseph;Dry;Cork;;Medium;Lightly Oaked;['100% Syrah / Shiraz'];
874;Lionel Faury, La Gloriette, St-Joseph, Rhône, France 2021;Lionel Faury;2021;Still;Red;France;Rhône;St-Joseph;Dry;Cork;;Medium;Lightly Oaked;['100% Syrah / Shiraz'];La Gloriette
875;Domaine Garon, St-Joseph, Rhône, France 2021;Domaine Garon;2021;Still;Red;France;Rhône;St-Joseph;Dry;Cork;14.00%;Medium;Oaked;['100% Syrah / Shiraz'];
876;Vignobles Chirat, La Côte, St-Joseph, Rhône, France 2021;Vignobles Chirat;2021;Still;Red;France;Rhône;St-Joseph;Dry;Cork;12.50%;Medium;Lightly Oaked;['100% Syrah / Shiraz'];La Côte
877;Domaine Chaboud-Cellier, Marsanne, St-Péray, Rhône, France 2021;Domaine Chaboud-Cellier;2021;Still;White;France;Rhône;St-Péray;Dry;Cork;;Medium;Unoaked;['100% Marsanne'];Marsanne
878;Domaine A&E Verset, Cornas, Rhône, France 2021;Domaine A&E Verset;2021;Still;Red;France;Rhône;Cornas;Dry;Cork;;Full;Lightly Oaked;['100% Syrah / Shiraz'];
879;Domaine du Coulet, Vivre libre ou mourir, Cornas, Rhône, France 2021;Domaine du Coulet;2021;Still;Red;France;Rhône;Cornas;Dry;Cork;;Light;Unoaked;['100% Syrah / Shiraz'];Vivre libre ou mourir
880;Yves Cuilleron, Lieu-Dit Les Côtes, Cornas, Rhône, France 2021;Yves Cuilleron;2021;Still;Red;France;Rhône;Cornas;Dry;Cork;;Medium;Oaked;['100% Syrah / Shiraz'];Lieu-Dit Les Côtes
881;Benjamin & David Duclaux, La Germine, Côte-Rôtie, Rhône, France 2021;Benjamin & David Duclaux;2021;Still;Red;France;Rhône;Côte-Rôtie;Dry;Cork;;Light;Lightly Oaked;['97% Syrah / Shiraz', '3% Viognier'];La Germine
882;Domaine Niero, Eminence, Côte-Rôtie, Rhône, France 2021;Domaine Niero;2021;Still;Red;France;Rhône;Côte-Rôtie;Dry;Cork;;Light;Oaked;['95% Syrah / Shiraz', '5% Viognier'];Eminence
883;Vignobles Chirat, La Rose Brune, Côte-Rôtie, Rhône, France 2021;Vignobles Chirat;2021;Still;Red;France;Rhône;Côte-Rôtie;Dry;Cork;12.50%;Medium;Oaked;['100% Syrah / Shiraz'];La Rose Brune
884;E Guigal, La Turque, Côte-Rôtie, Rhône, France 2021;E Guigal;2021;Still;Red;France;Rhône;Côte-Rôtie;Dry;Cork;;Light;Oaked;['93% Syrah / Shiraz', '7% Viognier'];La Turque
885;Domaine Garon, Les Triotes, Côte-Rôtie, Rhône, France 2021;Domaine Garon;2021;Still;Red;France;Rhône;Côte-Rôtie;Dry;Cork;;Medium;Oaked;['100% Syrah / Shiraz'];Les Triotes
886;E Guigal, La Mouline, Côte-Rôtie, Rhône, France 2021;E Guigal;2021;Still;Red;France;Rhône;Côte-Rôtie;Dry;Cork;;Light;Oaked;['89% Syrah / Shiraz', '11% Viognier'];La Mouline
887;Domaine Marc Sorrel, Les Rocoules, Hermitage, Rhône, France 2021;Domaine Marc Sorrel;2021;Still;White;France;Rhône;Hermitage;Dry;Cork;;Full;Lightly Oaked;['90% Marsanne', '10% Roussanne'];Les Rocoules
888;Domaine Clape, Vin des Amis, Vin de France, Rhône, France 2021;Domaine Clape;2021;Still;Red;France;Rhône;Vin de France;Dry;Cork;;Light;Lightly Oaked;['100% Syrah / Shiraz'];Vin des Amis
889;Domaine la Ligière, Les Garennes, Beaumes de Venise, Rhône, France 2021;Domaine la Ligière;2021;Still;Red;France;Rhône;Beaumes de Venise;Dry;Cork;14.00%;Medium;Lightly Oaked;['40% Syrah / Shiraz', '60% Grenache'];Les Garennes
890;Les Vins Pierre Rougon, Domaine Pierre Rougon, Beaumes de Venise, Rhône, France 2021;Les Vins Pierre Rougon;2021;Still;Red;France;Rhône;Beaumes de Venise;Dry;Cork;15.00%;Medium;Unoaked;['25% Syrah / Shiraz', '5% Viognier', '70% Grenache'];Domaine Pierre Rougon
891;Domaine Les Chemins de Sève, Métamorphose, Cairanne, Rhône, France 2021;Domaine Les Chemins de Sève;2021;Still;Red;France;Rhône;Cairanne;Dry;Cork;15.00%;Full;Unoaked;['40% Syrah / Shiraz', '60% Grenache'];Métamorphose
892;Domaine Beau Mistral, Les Garrigues, Cairanne, Rhône, France 2021;Domaine Beau Mistral;2021;Still;Red;France;Rhône;Cairanne;Dry;Cork;13.80%;Full;Unoaked;['Cinsault', 'Syrah / Shiraz', 'Grenache'];Les Garrigues
893;Domaine Les Grands Bois, Eloïse, Cairanne, Rhône, France 2021;Domaine Les Grands Bois;2021;Still;Red;France;Rhône;Cairanne;Dry;Cork;14.50%;Full;Unoaked;['35% Mourvèdre', '15% Syrah / Shiraz', '50% Grenache'];Eloïse
894;Domaine de la Solitude, Vin de la Solitude, Châteauneuf-du-Pape, Rhône, France 2021;Domaine de la Solitude;2021;Still;White;France;Rhône;Châteauneuf-du-Pape;Dry;Cork;13.50%;Full;Oaked;['30% Clairette', '20% Grenache Blanc / Garnacha Blanca', '20% Roussanne'];Vin de la Solitude
895;Domaine Raymond Usseglio, Pure Roussanne, Châteauneuf-du-Pape, Rhône, France 2021;Domaine Raymond Usseglio;2021;Still;White;France;Rhône;Châteauneuf-du-Pape;Dry;Cork;14.00%;Full;Oaked;['100% Roussanne'];Pure Roussanne
896;Le Clos du Caillou, Les Safres, Châteauneuf-du-Pape, Rhône, France 2021;Le Clos du Caillou;2021;Still;White;France;Rhône;Châteauneuf-du-Pape;Dry;Cork;14.50%;Full;Lightly Oaked;['30% Clairette', '40% Grenache Blanc / Garnacha Blanca', '30% Roussanne'];Les Safres
897;Domaine Benedetti, Châteauneuf-du-Pape, Rhône, France 2021;Domaine Benedetti;2021;Still;White;France;Rhône;Châteauneuf-du-Pape;Dry;Cork;14.50%;Full;Unoaked;['20% Bourboulenc', '40% Grenache Blanc / Garnacha Blanca', '20% Roussanne'];
898;Domaine du Grand Tinel, Les Roussannes de Charles, Châteauneuf-du-Pape, Rhône, France 2021;Domaine du Grand Tinel;2021;Still;White;France;Rhône;Châteauneuf-du-Pape;Dry;Cork;14.90%;Full;Oaked;['100% Roussanne'];Les Roussannes de Charles
899;Clos du Mont-Olivet, Châteauneuf-du-Pape, Rhône, France 2021;Clos du Mont-Olivet;2021;Still;White;France;Rhône;Châteauneuf-du-Pape;Dry;Cork;14.00%;Medium;Lightly Oaked;['14% Bourboulenc', '40% Clairette', '30% Roussanne'];
900;Domaine de Beaurenard, Châteauneuf-du-Pape, Rhône, France 2021;Domaine de Beaurenard;2021;Still;White;France;Rhône;Châteauneuf-du-Pape;Dry;Cork;14.00%;Full;Lightly Oaked;['25% Bourboulenc', '30% Clairette', '22% Roussanne'];
901;Domaine de Panisse, Le Mas, Châteauneuf-du-Pape, Rhône, France 2021;Domaine de Panisse;2021;Still;Red;France;Rhône;Châteauneuf-du-Pape;Dry;Cork;15.00%;Medium;Unoaked;['20% Mourvèdre', '20% Syrah / Shiraz', '55% Grenache'];Le Mas
902;Le Clos du Caillou, Les Safres, Châteauneuf-du-Pape, Rhône, France 2021;Le Clos du Caillou;2021;Still;Red;France;Rhône;Châteauneuf-du-Pape;Dry;Cork;14.50%;Medium;Unoaked;['10% Mourvèdre', '90% Grenache'];Les Safres
903;Château Sixtine, Châteauneuf-du-Pape, Rhône, France 2021;Château Sixtine;2021;Still;Red;France;Rhône;Châteauneuf-du-Pape;Dry;Cork;15.50%;Medium;Lightly Oaked;['25% Mourvèdre', '25% Syrah / Shiraz', '50% Grenache'];
904;Domaine Benedetti, Les Larmes Papales, Châteauneuf-du-Pape, Rhône, France 2021;Domaine Benedetti;2021;Still;Red;France;;;;;;;;;Les Larmes Papales
905;Domaine de Beaurenard, Pied de Baud, Châteauneuf-du-Pape, Rhône, France 2021;Domaine de Beaurenard;2021;Still;Red;France;Rhône;Châteauneuf-du-Pape;Dry;Cork;15.50%;Full;Lightly Oaked;['50% Mourvèdre', '50% Grenache'];Pied de Baud
906;Domaine Chante Cigale, Pi, Châteauneuf-du-Pape, Rhône, France 2021;Domaine Chante Cigale;2021;Still;Red;France;Rhône;Châteauneuf-du-Pape;Dry;Cork;;Full;Lightly Oaked;['100% Grenache'];Pi
907;Famille Perrin, Les Peyres Blanches, Cairanne, Rhône, France 2021;Famille Perrin;2021;Still;Red;France;Rhône;Cairanne;Dry;Cork;;Full;Lightly Oaked;['20% Syrah / Shiraz', '80% Grenache'];Les Peyres Blanches
908;Domaine A Berthet-Rayne, Châteauneuf-du-Pape, Rhône, France 2021;Domaine A Berthet-Rayne;2021;Still;Red;France;Rhône;Châteauneuf-du-Pape;Dry;Cork;14.90%;Medium;Unoaked;['20% Mourvèdre', '5% Syrah / Shiraz', '65% Grenache'];
909;Domaine Gramenon, La Sagesse, Côtes du Rhône, France 2021;Domaine Gramenon;2021;Still;Red;France;Rhône;Côtes du Rhône;Dry;Cork;;Medium;Unoaked;['100% Grenache'];La Sagesse
910;Domaine du Clos des Tourelles, Gigondas, Rhône, France 2021;Domaine du Clos des Tourelles;2021;Still;Red;France;Rhône;Gigondas;Dry;Cork;;Full;Lightly Oaked;['5% Mourvèdre', '5% Syrah / Shiraz', '90% Grenache'];
911;Château de St Cosme, Le Poste, Gigondas, Rhône, France 2021;Château de St Cosme;2021;Still;Red;France;Rhône;Gigondas;Dry;Cork;;Medium;Oaked;['100% Grenache'];Le Poste
912;Château de St Cosme, Le Claux, Gigondas, Rhône, France 2021;Château de St Cosme;2021;Still;Red;France;Rhône;Gigondas;Dry;Cork;;Full;Oaked;['5% Syrah / Shiraz', '95% Grenache'];Le Claux
913;Domaine des Bosquets, Réserve, Gigondas, Rhône, France 2021;Domaine des Bosquets;2021;Still;Red;France;Rhône;Gigondas;Dry;Cork;14.50%;Full;Lightly Oaked;['7% Mourvèdre', '30% Syrah / Shiraz', '60% Grenache'];Réserve
914;Domaine du Grapillon d'Or, Excellence, Gigondas, Rhône, France 2021;Domaine du Grapillon d'Or;2021;Still;Red;France;Rhône;Gigondas;Dry;Cork;15.00%;Medium;Oaked;['40% Syrah / Shiraz', '60% Grenache'];Excellence
915;Domaine Brusset, Les Hauts de Montmirail, Gigondas, Rhône, France 2021;Domaine Brusset;2021;Still;Red;France;Rhône;Gigondas;Dry;Cork;14.50%;Full;Lightly Oaked;['20% Mourvèdre', '30% Syrah / Shiraz', '50% Grenache'];Les Hauts de Montmirail
916;Château de Montfaucon, Vin de Monsieur le Baron, Lirac, Rhône, France 2021;Château de Montfaucon;2021;Still;Red;France;Rhône;Lirac;Dry;Cork;15.00%;Full;Oaked;['Mourvèdre', 'Syrah / Shiraz', 'Grenache'];Vin de Monsieur le Baron
917;Domaine La Luminaille, Garance, Rasteau, Rhône, France 2021;Domaine La Luminaille;2021;Still;Red;France;Rhône;Rasteau;Dry;Cork;14.00%;Full;Lightly Oaked;['30% Mourvèdre', '26% Carignan / Cariñena', '55% Grenache'];Garance
918;Domaine des Girasols, Cuvée Lampereuse, Rasteau, Rhône, France 2021;Domaine des Girasols;2021;Still;Red;France;Rhône;Rasteau;Dry;Cork;15.50%;Full;Lightly Oaked;['35% Syrah / Shiraz', '65% Grenache'];Cuvée Lampereuse
919;Domaine des Escaravailles, Argilla Ad Argillam, Rasteau, Rhône, France 2021;Domaine des Escaravailles;2021;Still;Red;France;Rhône;Rasteau;Dry;Cork;15.00%;Full;Unoaked;['40% Syrah / Shiraz', '60% Grenache'];Argilla Ad Argillam
920;Domaine de la Mordorée, La Reine des Bois, Tavel, Rhône, France 2021;Domaine de la Mordorée;2021;Still;Rosé;France;Rhône;Tavel;Dry;Cork;14.50%;Full;Lightly Oaked;['10% Cinsault', '20% Syrah / Shiraz', '60% Grenache'];La Reine des Bois
921;Domaine de la Ganse, Vacqueyras, Rhône, France 2021;Domaine de la Ganse;2021;Still;White;France;Rhône;Vacqueyras;Dry;Cork;12.50%;Medium;Lightly Oaked;['40% Clairette', '40% Grenache Blanc / Garnacha Blanca', '10% Marsanne'];
922;Domaine La Fourmone, Le Fleurantine, Vacqueyras, Rhône, France 2021;Domaine La Fourmone;2021;Still;White;France;Rhône;Vacqueyras;Dry;Cork;14.00%;Full;Oaked;['Clairette', 'Grenache Blanc / Garnacha Blanca', 'Roussanne'];Le Fleurantine
923;Clos de Caveau, Fruit Sauvage, Vacqueyras, Rhône, France 2021;Clos de Caveau;2021;Still;Red;France;Rhône;Vacqueyras;Dry;Cork;;Full;Lightly Oaked;['40% Syrah / Shiraz', '60% Grenache'];Fruit Sauvage
924;Domaine de la Verde, Prélude, Vacqueyras, Rhône, France 2021;Domaine de la Verde;2021;Still;Red;France;Rhône;Vacqueyras;Dry;Cork;;Full;Lightly Oaked;['12% Mourvèdre', '23% Syrah / Shiraz', '55% Grenache'];Prélude
925;Domaine Les Semelles De Vent, Séduction, Vacqueyras, Rhône, France 2021;Domaine Les Semelles De Vent;2021;Still;Red;France;Rhône;Vacqueyras;Dry;Cork;14.50%;Medium;Lightly Oaked;['30% Syrah / Shiraz', '70% Grenache'];Séduction
926;Domaine Les Semelles De Vent, Vieilles Vignes, Vacqueyras, Rhône, France 2021;Domaine Les Semelles De Vent;2021;Still;Red;France;Rhône;Vacqueyras;Dry;Cork;14.50%;Full;Lightly Oaked;['25% Syrah / Shiraz', '75% Grenache'];Vieilles Vignes
927;La Bastide Saint Vincent, Pavane, Vacqueyras, Rhône, France 2021;La Bastide Saint Vincent;2021;Still;Red;France;Rhône;Vacqueyras;Dry;Cork;13.50%;Medium;Unoaked;['20% Mourvèdre', '20% Syrah / Shiraz', '60% Grenache'];Pavane
928;Domaine la Ligière, Le Mourre de la Caille, Vacqueyras, Rhône, France 2021;Domaine la Ligière;2021;Still;Red;France;Rhône;Vacqueyras;Dry;Cork;14.50%;Light;Unoaked;['10% Mourvèdre', '20% Syrah / Shiraz', '70% Grenache'];Le Mourre de la Caille
929;Mas des Restanques, Vacqueyras, Rhône, France 2021;Mas des Restanques;2021;Still;Red;France;Rhône;Vacqueyras;Dry;Cork;14.00%;Medium;Unoaked;['10% Mourvèdre', '35% Syrah / Shiraz', '55% Grenache'];
930;Andrea Calek, Babiole, Vin de France, Rhône, France 2021;Andrea Calek;2021;Still;Red;France;Rhône;Vin de France;Dry;Cork;12.50%;Light;Unoaked;['Syrah / Shiraz', 'Grenache'];Babiole
931;Famille Perrin, Les Hauts de Julien, Vinsobres, Rhône, France 2021;Famille Perrin;2021;Still;Red;France;Rhône;Vinsobres;Dry;Cork;;Full;Oaked;['Syrah / Shiraz', 'Grenache'];Les Hauts de Julien
932;Domaine de Montine, Vinsobres, Rhône, France 2021;Domaine de Montine;2021;Still;Red;France;Rhône;Vinsobres;Dry;Cork;13.50%;Medium;Lightly Oaked;['20% Syrah / Shiraz', '80% Grenache'];
933;Domaine Niero, Coeur de Roncharde, Condrieu, Rhône, France 2021;Domaine Niero;2021;Still;White;France;Rhône;Condrieu;Dry;Cork;;Full;Lightly Oaked;['100% Viognier'];Coeur de Roncharde
934;Domaine François Merlin, Les Terroirs, Condrieu, Rhône, France 2021;Domaine François Merlin;2021;Still;White;France;Rhône;Condrieu;Dry;Cork;13.50%;Medium;Lightly Oaked;['100% Viognier'];Les Terroirs
935;Domaine Niero, Les Ravines, Condrieu, Rhône, France 2021;Domaine Niero;2021;Still;White;France;Rhône;Condrieu;Dry;Cork;;Full;Lightly Oaked;['100% Viognier'];Les Ravines
936;François Villard, Grand Vallon, Condrieu, Rhône, France 2021;François Villard;2021;Still;White;France;Rhône;Condrieu;Dry;Cork;;Full;Oaked;['100% Viognier'];Grand Vallon
937;Domaine Clape, Cornas, Rhône, France 2021;Domaine Clape;2021;Still;Red;France;Rhône;Cornas;Dry;Cork;;Full;Lightly Oaked;['100% Syrah / Shiraz'];
938;Domaine Vincent Paris, La Geynale, Cornas, Rhône, France 2021;Domaine Vincent Paris;2021;Still;Red;France;Rhône;Cornas;Dry;Cork;14.00%;Full;Oaked;['100% Syrah / Shiraz'];La Geynale
939;Domaine Coursodon, Paradis Saint Pierre, St-Joseph, Rhône, France 2021;Domaine Coursodon;2021;Still;White;France;Rhône;St-Joseph;Dry;Cork;13.00%;Full;Oaked;['95% Marsanne', '5% Roussanne'];Paradis Saint Pierre
940;Vidal-Fleury, St-Joseph, Rhône, France 2021;Vidal-Fleury;2021;Still;White;France;Rhône;St-Joseph;Dry;Cork;;Medium;Oaked;['70% Marsanne', '30% Roussanne'];
941;Domaine Alain Voge, Les Côtes, St-Joseph, Rhône, France 2021;Domaine Alain Voge;2021;Still;Red;France;Rhône;St-Joseph;Dry;Cork;13.00%;Light;Oaked;['100% Syrah / Shiraz'];Les Côtes
942;Martine & Christian Rouchier, La Chave, St-Joseph, Rhône, France 2021;Martine & Christian Rouchier;2021;Still;Red;France;Rhône;St-Joseph;Dry;Cork;;Medium;Unoaked;['100% Syrah / Shiraz'];La Chave
943;François Villard, Poivre et Sol, St-Joseph, Rhône, France 2021;François Villard;2021;Still;Red;France;Rhône;St-Joseph;Dry;Cork;;Medium;Lightly Oaked;['100% Syrah / Shiraz'];Poivre et Sol
944;Domaine Coursodon, Silice, St-Joseph, Rhône, France 2021;Domaine Coursodon;2021;Still;Red;France;Rhône;St-Joseph;Dry;Cork;13.00%;Medium;Lightly Oaked;['100% Syrah / Shiraz'];Silice
945;Maison Les Alexandrins, St-Joseph, Rhône, France 2021;Maison Les Alexandrins;2021;Still;Red;France;Rhône;St-Joseph;Dry;Cork;;Full;Oaked;['100% Syrah / Shiraz'];
946;Domaine Guy Farge, Grain de Silex, St-Péray, Rhône, France 2021;Domaine Guy Farge;2021;Still;White;France;Rhône;St-Péray;Dry;Cork;13.00%;Medium;Lightly Oaked;['10% Marsanne', '90% Roussanne'];Grain de Silex
947;Domaine Bernard Gripa, Les Pins, St-Péray, Rhône, France 2021;Domaine Bernard Gripa;2021;Still;White;France;Rhône;St-Péray;Dry;Cork;13.00%;Medium;Lightly Oaked;['70% Marsanne', '30% Roussanne'];Les Pins
948;Domaine du Coulet, Billes Noires, Cornas, Rhône, France 2021;Domaine du Coulet;2021;Still;Red;France;Rhône;Cornas;Dry;Cork;;Medium;Unoaked;['100% Syrah / Shiraz'];Billes Noires
949;Domaine Vincent Paris, Granit 30, Cornas, Rhône, France 2021;Domaine Vincent Paris;2021;Still;Red;France;Rhône;;;;;;;;Granit 30
950;François Villard, Le Gallet Blanc, Côte-Rôtie, Rhône, France 2021;François Villard;2021;Still;Red;France;Rhône;Côte-Rôtie;Dry;Cork;;Medium;Lightly Oaked;['100% Syrah / Shiraz'];Le Gallet Blanc
951;Domaine JP Jamet, Côtes du Rhône, Rhône, France 2021;Domaine JP Jamet;2021;Still;Red;France;Rhône;Côtes du Rhône;Dry;Cork;;Medium;Unoaked;['100% Syrah / Shiraz'];
952;Domaine Marc Sorrel, Crozes-Hermitage, Rhône, France 2021;Domaine Marc Sorrel;2021;Still;White;France;Rhône;Crozes-Hermitage;Dry;Cork;13.00%;Full;Lightly Oaked;['Marsanne', 'Roussanne'];
953;Domaine des Combat, Cuvée Domaine, Crozes-Hermitage, Rhône, France 2021;Domaine des Combat;2021;Still;White;France;Rhône;Crozes-Hermitage;Dry;Cork;;Full;Lightly Oaked;['75% Marsanne', '25% Roussanne'];Cuvée Domaine
954;Domaine du Colombier, Crozes-Hermitage, Rhône, France 2021;Domaine du Colombier;2021;Still;Red;France;Rhône;Crozes-Hermitage;Dry;Cork;;Medium;Lightly Oaked;['100% Syrah / Shiraz'];
955;Domaine Les 4 Vents, Saint Jaimes, Crozes-Hermitage, Rhône, France 2021;Domaine Les 4 Vents;2021;Still;Red;France;Rhône;Crozes-Hermitage;Dry;Cork;13.00%;Medium;Lightly Oaked;['100% Syrah / Shiraz'];Saint Jaimes
956;Delas, Seigneur de Maugiron, Côte-Rôtie, Rhône, France 2021;Delas;2021;Still;Red;France;Rhône;Côte-Rôtie;Dry;Cork;;Light;Oaked;['100% Syrah / Shiraz'];Seigneur de Maugiron
957;Domaine Burgaud, Côte-Rôtie, Rhône, France 2021;Domaine Burgaud;2021;Still;Red;France;Rhône;Côte-Rôtie;Dry;Cork;13.00%;Medium;Oaked;['100% Syrah / Shiraz'];
958;M Chapoutier, De l'Orée, Hermitage, Rhône, France 2021;M Chapoutier;2021;Still;White;France;Rhône;Hermitage;Dry;Cork;;Full;Oaked;['100% Marsanne'];De l'Orée
959;Domaine des Bernardins, Beaumes de Venise, Rhône, France 2021;Domaine des Bernardins;2021;Still;Red;France;Rhône;Beaumes de Venise;Dry;Cork;14.00%;Medium;Unoaked;['6% Marsanne', '25% Syrah / Shiraz', '60% Grenache'];
960;Romain Duvernay, Beaumes de Venise, Rhône, France 2021;Romain Duvernay;2021;Still;Red;France;Rhône;Beaumes de Venise;Dry;Cork;;Medium;Lightly Oaked;['Mourvèdre', 'Syrah / Shiraz', 'Grenache'];
961;Domaine Alary, L'Estévenas, Cairanne, Rhône, France 2021;Domaine Alary;2021;Still;White;France;Rhône;Cairanne;Dry;Cork;13.50%;Full;Unoaked;['60% Clairette', '40% Roussanne'];L'Estévenas
962;Domaine Oratoire St Martin, Réserve des Seigneurs, Cairanne, Rhône, France 2021;Domaine Oratoire St Martin;2021;Still;White;France;Rhône;Cairanne;Dry;Cork;;Medium;Lightly Oaked;['20% Clairette', '20% Grenache Blanc / Garnacha Blanca', '30% Roussanne'];Réserve des Seigneurs
963;Domaine Rabasse Charavin, Cuvée d'Estevenas, Cairanne, Rhône, France 2021;Domaine Rabasse Charavin;2021;Still;White;France;Rhône;Cairanne;Dry;Cork;14.00%;Full;Unoaked;['20% Clairette', '80% Roussanne'];Cuvée d'Estevenas
964;Domaine Richaud, L'Ebrescade, Cairanne, Rhône, France 2021;Domaine Richaud;2021;Still;Red;France;Rhône;Cairanne;Dry;Cork;;Full;Lightly Oaked;['33% Mourvèdre', '33% Syrah / Shiraz', '34% Grenache'];L'Ebrescade
