;Title;Producer;Vintage;Wine Type;Colour;Country;Region;Appellation;Sweetness;Alcohol;Oak;Grapes;Brand;Closure;Body
127;Col d'Orcia, Brunello di Montalcino, Tuscany, Italy, 2018;Col d'Orcia;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.50%;Oaked;['100% Sangiovese'];;Cork;Full
128;Casisano, Brunello di Montalcino, Tuscany, Italy, 2018;Casisano;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.00%;Oaked;['100% Sangiovese'];;Cork;Full
129;Casanova di Neri, Etichetta Bianca, Brunello di Montalcino, Tuscany 2018;Casanova di Neri;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.50%;Oaked;['100% Sangiovese'];Etichetta Bianca;Cork;Full
130;Caprili, Brunello di Montalcino, Tuscany, Italy, 2018;Caprili;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.00%;Oaked;['100% Sangiovese'];;Cork;Full
131;Argiano, Brunello di Montalcino, Tuscany, Italy, 2018;Argiano;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.00%;Oaked;['100% Sangiovese'];;Cork;Full
132;Altesino, Vigna Montosoli, Brunello di Montalcino, Tuscany 2018;Altesino;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;15.00%;Oaked;['100% Sangiovese'];Vigna Montosoli;Cork;Full
133;Val di Suga, Brunello di Montalcino, Tuscany, Italy, 2018;Val di Suga;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.00%;Oaked;['100% Sangiovese'];;Cork;Full
134;Tenute Silvio Nardi, Vigneto Manachiara, Brunello di Montalcino, Tuscany 2018;Tenute Silvio Nardi;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;15.50%;Oaked;['100% Sangiovese'];Vigneto Manachiara;Cork;Full
135;Talenti, Piero, Brunello di Montalcino, Tuscany, Italy, 2018;Talenti;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.50%;Oaked;['100% Sangiovese'];Piero;Cork;Full
136;Scopetone, Brunello di Montalcino, Tuscany, Italy, 2018;Scopetone;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.00%;Oaked;['100% Sangiovese'];;Cork;Full
137;San Polo, Vignavecchia, Brunello di Montalcino, Tuscany 2018;San Polo;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.50%;Oaked;['100% Sangiovese'];Vignavecchia;Cork;Full
138;San Filippo, La Lucère, Brunello di Montalcino, Tuscany 2018;San Filippo;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.00%;Oaked;['100% Sangiovese'];La Lucère;Cork;Full
139;Poggio di Sotto, Brunello di Montalcino, Tuscany, 2018;Poggio di Sotto;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.00%;Oaked;['100% Sangiovese'];;Cork;Full
140;Podere Brizio, Brunello di Montalcino, Tuscany, Italy, 2018;Podere Brizio;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.50%;Oaked;['100% Sangiovese'];;Cork;Full
141;Padelletti, Brunello di Montalcino, Tuscany, Italy, 2018;Padelletti;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.50%;Oaked;['100% Sangiovese'];;Cork;Full
142;Mastrojanni, Vigna Loreto, Brunello di Montalcino, Tuscany 2018;Mastrojanni;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.50%;Oaked;['100% Sangiovese'];Vigna Loreto;Cork;Full
143;Lisini, Brunello di Montalcino, Tuscany, Italy, 2018;Lisini;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.00%;Oaked;['100% Sangiovese'];;Cork;Full
144;Le Macioche, Brunello di Montalcino, Tuscany, Italy, 2018;Le Macioche;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.00%;Oaked;['100% Sangiovese'];;Cork;Full
145;La Fortuna, Brunello di Montalcino, Tuscany, Italy, 2018;La Fortuna;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.50%;Oaked;['100% Sangiovese'];;Cork;Full
146;Il Poggione, Brunello di Montalcino, Tuscany, Italy, 2018;Il Poggione;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.50%;Oaked;['100% Sangiovese'];;Cork;Full
147;Gaja, Pieve Santa Restituta Sugarille, Brunello di Montalcino, Tuscany 2018;Gaja;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;;Oaked;['100% Sangiovese'];Pieve Santa Restituta Sugarille;Cork;Full
148;Franco Pacenti, Brunello di Montalcino, Tuscany, Italy, 2018;Franco Pacenti;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.00%;Oaked;['100% Sangiovese'];;Cork;Full
149;Ciacci Piccolomini d'Aragona, Pianrosso, Brunello di Montalcino, Tuscany 2018;Ciacci Piccolomini d'Aragona;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.00%;Oaked;['100% Sangiovese'];Pianrosso;Cork;Full
150;Casanova di Neri, Giovanni Neri, Brunello di Montalcino, Tuscany 2018;Casanova di Neri;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;15.00%;Oaked;['100% Sangiovese'];Giovanni Neri;Cork;Full
151;Casanova di Neri, Tenuta Nuova, Brunello di Montalcino, 2018;Casanova di Neri;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;15.00%;Oaked;['100% Sangiovese'];Tenuta Nuova;Cork;Full
152;Carpineto, Brunello di Montalcino, Tuscany, Italy, 2018;Carpineto;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.00%;Oaked;['100% Sangiovese'];;Cork;Full
153;Canalicchio di Sopra, Vigna Casaccia, Brunello di Montalcino, Tuscany 2018;Canalicchio di Sopra;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;15.00%;Oaked;['100% Sangiovese'];Vigna Casaccia;Cork;Full
154;Altesino, Brunello di Montalcino, Tuscany, Italy, 2018;Altesino;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.50%;Oaked;['100% Sangiovese'];;Cork;Full
155;Val di Suga, Poggio al Granchio, Brunello di Montalcino, Tuscany 2018;Val di Suga;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.50%;Oaked;['100% Sangiovese'];Poggio al Granchio;Cork;Full
156;Sesta di Sopra, Brunello di Montalcino, Tuscany, Italy, 2018;Sesta di Sopra;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.50%;Oaked;['100% Sangiovese'];;Cork;Full
157;SassodiSole, Brunello di Montalcino, Tuscany, Italy, 2018;SassodiSole;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.50%;Oaked;['100% Sangiovese'];;Cork;Full
158;San Filippo, Brunello di Montalcino, Tuscany, Italy, 2018;San Filippo;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.00%;Oaked;['100% Sangiovese'];;Cork;Full
159;La Cerbaiola di Salvioni, Brunello di Montalcino, Tuscany 2018;La Cerbaiola di Salvioni;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.50%;Oaked;['100% Sangiovese'];;Cork;Full
160;Pietra, Brunello di Montalcino, Tuscany, Italy, 2018;Pietra;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.50%;Oaked;['100% Sangiovese'];;Cork;Full
161;Sassetti Livio, Brunello di Montalcino, Tuscany, Italy, 2018;Sassetti Livio;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.50%;Oaked;['100% Sangiovese'];;Cork;Full
162;Le Ragnaie, Vigna Vecchia, Brunello di Montalcino, Tuscany 2018;Le Ragnaie;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.00%;Oaked;['100% Sangiovese'];Vigna Vecchia;Cork;Full
163;Il Palazzone, Brunello di Montalcino, Tuscany, Italy, 2018;Il Palazzone;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;13.50%;Oaked;['100% Sangiovese'];;Cork;Full
164;Il Marroneto, Brunello di Montalcino, Tuscany, Italy, 2018;Il Marroneto;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.00%;Oaked;['100% Sangiovese'];;Cork;Full
165;Fattoi, Brunello di Montalcino, Tuscany, Italy, 2018;Fattoi;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.50%;Oaked;['100% Sangiovese'];;Cork;Full
166;Fanti, Brunello di Montalcino, Tuscany, Italy, 2018;Fanti;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.50%;Oaked;['100% Sangiovese'];;Cork;Full
167;Cava d'Onice, Sensis, Brunello di Montalcino, Tuscany, 2018;Cava d'Onice;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.50%;Oaked;['100% Sangiovese'];Sensis;Cork;Full
168;Caparzo, Vigna La Casa, Brunello di Montalcino, Tuscany 2018;Caparzo;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.00%;Oaked;['100% Sangiovese'];Vigna La Casa;Cork;Full
169;Armilla, Brunello di Montalcino, Tuscany, Italy, 2018;Armilla;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.50%;Oaked;['100% Sangiovese'];;Cork;Full
170;Villa Le Prata, Brunello di Montalcino, Tuscany, Italy, 2018;Villa Le Prata;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.50%;Oaked;['100% Sangiovese'];;Cork;Full
171;Tenute Silvio Nardi, Brunello di Montalcino, Tuscany, 2018;Tenute Silvio Nardi;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;15.50%;Oaked;['100% Sangiovese'];;Cork;Full
172;Sesta di Sopra, Magistra, Brunello di Montalcino, Tuscany 2018;Sesta di Sopra;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;15.00%;Oaked;['100% Sangiovese'];Magistra;Cork;Full
173;Scopone, Brunello di Montalcino, Tuscany, Italy, 2018;Scopone;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.00%;Oaked;['100% Sangiovese'];;Cork;Full
174;San Polo, Brunello di Montalcino, Tuscany, Italy, 2018;San Polo;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.00%;Oaked;['100% Sangiovese'];;Cork;Full
175;San Polino, Helichrysum, Brunello di Montalcino, Tuscany 2018;San Polino;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.50%;Oaked;['100% Sangiovese'];Helichrysum;Cork;Full
176;Poggio Antico, Brunello di Montalcino, Tuscany, Italy, 2018;Poggio Antico;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;;;;;;;
177;Piancornello, Brunello di Montalcino, Tuscany, Italy, 2018;Piancornello;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.50%;Oaked;['100% Sangiovese'];;Cork;Full
178;Antinori, Pian delle Vigne, Brunello di Montalcino, Tuscany 2018;Antinori;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.50%;Oaked;['100% Sangiovese'];Pian delle Vigne;Cork;Full
179;Mastrojanni, Brunello di Montalcino, Tuscany, Italy, 2018;Mastrojanni;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;15.00%;Oaked;['100% Sangiovese'];;Cork;Full
180;Le Ragnaie, Casanovina Montosoli, Brunello di Montalcino, Tuscany 2018;Le Ragnaie;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;13.50%;Oaked;['100% Sangiovese'];Casanovina Montosoli;Cork;Full
181;Fuligni, Brunello di Montalcino, Tuscany, Italy, 2018;Fuligni;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.50%;Oaked;['100% Sangiovese'];;Cork;Full
182;Cortonesi, Poggiarelli, Brunello di Montalcino, Tuscany 2018;Cortonesi;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.50%;Oaked;['100% Sangiovese'];Poggiarelli;Cork;Full
183;Castello Romitorio, Filo di Seta, Brunello di Montalcino, Tuscany 2018;Castello Romitorio;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.50%;Oaked;['100% Sangiovese'];Filo di Seta;Cork;Full
184;Castello Romitorio, Brunello di Montalcino, Tuscany, 2018;Castello Romitorio;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.50%;Oaked;['100% Sangiovese'];;Cork;Full
185;Canalicchio di Sopra, Brunello di Montalcino, Tuscany, 2018;Canalicchio di Sopra;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.50%;Oaked;['100% Sangiovese'];;Cork;Full
186;Capanna, Brunello di Montalcino, Tuscany, Italy, 2018;Capanna;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;15.00%;Oaked;['100% Sangiovese'];;Cork;Full
187;Agostina Pieri, Brunello di Montalcino, Tuscany, Italy, 2018;Agostina Pieri;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.00%;Oaked;['100% Sangiovese'];;Cork;Full
188;Il Marroneto, Madonna delle Grazie, Brunello di Montalcino, Tuscany 2018;Il Marroneto;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.50%;Oaked;['100% Sangiovese'];Madonna delle Grazie;Cork;Full
189;Ceretto, Cannubi San Lorenzo, Barolo 2010;Ceretto;2010;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['100% Nebbiolo'];Cannubi San Lorenzo;Cork;Full
190;Ceretto, Barbaresco, Piedmont 2019;Ceretto;2019;Still;Red;Italy;Piedmont;Barbaresco;Dry;14.50%;Oaked;['100% Nebbiolo'];;Cork;Full
191;Ceretto, Barolo, Piedmont 2018;Ceretto;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['100% Nebbiolo'];;Cork;Full
192;Ceretto, Bernadot, Treiso, Barbaresco 2019;Ceretto;2019;Still;Red;Italy;Piedmont;Barbaresco;Dry;14.00%;Oaked;['Nebbiolo'];Bernadot;Natural Cork;Full
193;Ceretto, Bernadot, Treiso, Barbaresco 2010;Ceretto;2010;Still;Red;Italy;Piedmont;Barbaresco;Dry;14.00%;Oaked;['100% Nebbiolo'];Bernadot;Cork;Full
194;Ceretto, Gallina, Neive, Barbaresco 2019;Ceretto;2019;Still;Red;Italy;Piedmont;Barbaresco;Dry;14.50%;Oaked;['Nebbiolo'];Gallina;Natural Cork;Full
195;Ceretto, Faset, Barbaresco 1996;Ceretto;1996;Still;Red;Italy;Piedmont;Barbaresco;Dry;13.50%;Oaked;['100% Nebbiolo'];Faset;Cork;Full
196;Ceretto, Asili, Barbaresco 2019;Ceretto;2019;Still;Red;Italy;Piedmont;Barbaresco;Dry;14.00%;Oaked;['Nebbiolo'];Asili;Natural Cork;Full
197;Ceretto, Asili, Barbaresco 2016;Ceretto;2016;Still;Red;Italy;Piedmont;Barbaresco;Dry;14.00%;Oaked;['100% Nebbiolo'];Asili;Cork;Full
198;Ceretto, Asili, Barbaresco 1999;Ceretto;1999;Still;Red;Italy;Piedmont;Barbaresco;Dry;14.00%;Oaked;['100% Nebbiolo'];Asili;Cork;Full
199;Ceretto, Bricco Rocche, Castiglione Falletto, Barolo 2018;Ceretto;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Bricco Rocche;Cork;Full
200;Ceretto, Bricco Rocche, Castiglione Falletto, Barolo 2006;Ceretto;2006;Still;Red;Italy;Piedmont;Barolo;;14.00%;;;Bricco Rocche;;
201;Ceretto, Bricco Rocche, Castiglione Falletto, Barolo 1989;Ceretto;1989;Still;Red;Italy;Piedmont;Barolo;Dry;13.50%;Oaked;['100% Nebbiolo'];Bricco Rocche;Cork;Full
202;Ceretto, Brunate, La Morra, Barolo 2018;Ceretto;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['100% Nebbiolo'];Brunate;Cork;Full
203;Ceretto, Brunate, La Morra, Barolo 2015;Ceretto;2015;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['100% Nebbiolo'];Brunate;Cork;Full
204;Ceretto, Brunate, La Morra, Barolo 2013;Ceretto;2013;Still;Red;Italy;Piedmont;Barolo;Dry;14.00%;Oaked;['100% Nebbiolo'];Brunate;Cork;Full
205;Ceretto, Prapò, Serralunga d’Alba, Barolo 2018;Ceretto;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['100% Nebbiolo'];Prapò;Cork;Full
206;Ceretto, Bussia, Monforte d’Alba, Barolo 2018;Ceretto;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['100% Nebbiolo'];Bussia;Cork;Full
207;Ceretto, Rocche di Castiglione, Castiglione Falletto, Barolo 2018;Ceretto;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['100% Nebbiolo'];Rocche di Castiglione;Cork;Full
208;MandraRossa, Costadune Frappato, Terre Siciliane, Sicily, Italy 2021;MandraRossa;2021;Still;Red;Italy;Sicily;Terre Siciliane;Dry;13.00%;Unoaked;['100% Frappato'];Costadune Frappato;Cork;Light
209;Le Fraghe, Bardolino, Veneto, Italy 2021;Le Fraghe;2021;Still;Red;Italy;Veneto;Bardolino;Dry;12.00%;Unoaked;['80% Corvina', '20% Rondinella'];;Screwcap/Stelvin;Light
210;Pieropan, Calvarino, Soave, Classico, Veneto, Italy, 2020;Pieropan;2020;Still;White;Italy;Veneto;Soave;Dry;;;['70% Garganega', '30% Trebbiano di Soave'];Calvarino;;
211;Marangona, Tre Campane, Lugana, Lombardy, 2019;Marangona;2019;Still;White;Italy;Lombardy;Lugana;Dry;13.00%;;['100% Turbiana / Trebbiano di Lugana'];Tre Campane;Screwcap;Medium
212;Gianni Tessari, Scalette, Soave, Classico, Veneto, Italy 2021;Gianni Tessari;2021;Still;White;Italy;Veneto;Soave;Dry;12.50%;;['Garganega', 'Trebbiano di Soave'];Scalette;Cork;Medium
213;Martinez, Superiore Riserva Dolce 5 Year Old Marsala, Sicily, Italy;Martinez;;Fortified;White;Italy;Sicily;Marsala;Sweet;18.00%;Oaked;['10% Catarratto', '70% Grillo', '20% Inzolia'];Superiore Riserva Dolce 5 Year Old;Cork;Full
214;Masseria Borgo dei Trulli, Lucale Appassimento Primitivo, Taranto, Puglia, Italy 2021;Masseria Borgo dei Trulli;2021;Still;Red;Italy;Puglia;;Dry;14.50%;;['Primitivo'];Lucale Appassimento Primitivo;Cork;Full
215;Monte del Frà, Bardolino, Veneto, Italy 2021;Monte del Frà;2021;Still;Red;Italy;Veneto;Bardolino;Dry;12.50%;;['Corvina', 'Rondinella', 'Molinara'];;Screwcap/Stelvin;Full
216;Concettina, Terre degli Osci, Molise, Italy 2020;Concettina;2020;Still;Red;Italy;Molise;Terre degli Osci;Dry;13.50%;;['30% Cabernet Sauvignon', '60% Montepulciano', '10% Syrah / Shiraz'];;Cork;Medium
217;A Mano, Imprint Susumaniello, Salento, Puglia, Italy 2021;A Mano;2021;Still;Red;Italy;Puglia;Salento;Dry;13.50%;;['100% Susumaniello'];Imprint Susumaniello;Screwcap/Stelvin;Full
218;Bertani, Valpolicella, Veneto, Italy 2021;Bertani;2021;Still;Red;Italy;Veneto;Valpolicella;Dry;12.00%;;['80% Corvina', '20% Rondinella'];;Cork;Full
219;Antonella Corda, Cannonau di Sardegna, Sardinia, Italy 2021;Antonella Corda;2021;Still;Red;Italy;Sardinia;Cannonau di Sardegna;Dry;14.50%;;['Grenache / Garnacha'];;Cork;Full
220;Tenuta San Guido, Guidalberto, Tuscany, Italy 2020;Tenuta San Guido;2020;Still;Red;Italy;Tuscany;Toscana;Dry;14.00%;;['50% Cabernet Sauvignon', '50% Sangiovese'];Guidalberto;Cork;Full
221;Castello di Gabiano, Il Ruvo, Grignolino del Monferrato Casalese, Piedmont, Italy 2020;Castello di Gabiano;2020;Still;Red;Italy;Piedmont;Grignolino del Monferrato Casalese;Dry;14.50%;;;Il Ruvo;Cork;Full
222;Nino Negri, Vigna Fracia, Valtellina Superiore Valgella, Lombardy 2018;Nino Negri;2018;Still;Red;Italy;Lombardy;Valtellina;Dry;14.00%;Oaked;['100% Nebbiolo'];Vigna Fracia;Cork;Full
223;Castello di Fonterutoli, Concerto, Tuscany, Italy 2020;Castello di Fonterutoli;2020;Still;Red;Italy;Tuscany;Toscana;Dry;;;['20% Cabernet Sauvignon', '80% Sangiovese'];Concerto;Cork;Medium
224;Feudo Disisa, Lu Bancu Catarratto, Monreale, Sicily, Italy 2021;Feudo Disisa;2021;Still;White;Italy;Sicily;Monreale;Dry;13.00%;;['Catarratto'];Lu Bancu Catarratto;Cork;Medium
225;Di Filippo, Farandola Trebbiano Spoletino, Umbria, Italy 2020;Di Filippo;2020;Still;White;Italy;Umbria;;Dry;13.50%;;['Trebbiano Spoletino'];Farandola Trebbiano Spoletino;Cork;Medium
226;Tenuta Roveglia, Lugana, Veneto, Italy;Tenuta Roveglia;;Still;White;Italy;Veneto;Lugana;Dry;13.00%;;['100% Turbiana / Trebbiano di Lugana'];;Cork;Medium
227;Feudi di San Gregorio, Pietracalda, Fiano di Avellino, Campania, Italy 2021;Feudi di San Gregorio;2021;Still;White;Italy;Campania;Fiano di Avellino;Dry;13.00%;;['100% Fiano'];Pietracalda;Cork;Medium
228;Cantine Lunae Bosoni, Etichetta Nera Vermentino, Colli di Luni, Liguria, Italy 2021;Cantine Lunae Bosoni;2021;Still;White;Italy;Liguria;Colli di Luni;Dry;13.00%;;['100% Vermentino'];Etichetta Nera Vermentino;Cork;Medium
229;Cantine Belisario, Vigneti del Cerro, Verdicchio di Matelica, Le Marche, Italy 2021;Cantine Belisario;2021;Still;White;Italy;Le Marche;Verdicchio;Dry;13.00%;;['100% Verdicchio'];Vigneti del Cerro;Cork;Medium
230;Cantina Tramin, Pinot Grigio, Südtirol, Trentino-Alto Adige, Italy 2021;Cantina Tramin;2021;Still;White;Italy;Trentino-Alto Adige;Südtirol;Dry;13.50%;;['Pinot Grigio / Pinot Gris'];Pinot Grigio;Cork;Medium
231;Vie di Romans, Flors di Uis, Friuli, Isonzo, Italy 2020;Vie di Romans;2020;Still;White;Italy;Friuli Venezia Giulia;Friuli;Dry;14.00%;Unoaked;['20% Riesling', '7% Friulano', '70% Malvasia Istriana'];Flors di Uis;Cork;Medium
232;Elena Walch, Beyond The Clouds, Südtirol, Trentino-Alto Adige, Italy 2020;Elena Walch;2020;Still;White;Italy;Trentino-Alto Adige;Südtirol;Dry;14.00%;Oaked;['80% Chardonnay'];Beyond The Clouds;Cork;Medium
233;Berlucchi, 61 Extra Brut, Franciacorta, Lombardy, Italy;Berlucchi;;Sparkling;White;Italy;Lombardy;Franciacorta;Extra Brut;12.50%;;['85% Chardonnay', '15% Pinot Noir / Pinot Nero'];61 Extra Brut;Cork;Medium
234;Le Pupille, Piemme, Toscana, Tuscany, Italy 2019;Le Pupille;2019;Still;White;Italy;Tuscany;Toscana;Dry;15.50%;Oaked;['100% Petit Manseng'];Piemme;Cork;Medium
235;Pasqua, 11 Minutes Odi et Amo Rosé, Trevenezie, Veneto, Italy 2021;Pasqua;2021;Still;Rosé;Italy;Veneto;Trevenezie;;12.50%;;['Corvina', 'Syrah / Shiraz', 'Trebbiano'];11 Minutes Odi Et Amo Rosé;;
236;Tormaresca, Calafuria, Salento, Puglia, Italy 2021;Tormaresca;2021;Still;Rosé;Italy;Puglia;Salento;;12.00%;;['Negroamaro'];Calafuria;;
237;Podere Giodo, Brunello di Montalcino, Tuscany, 2018;Podere Giodo;2018;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.00%;;['100% Sangiovese'];;Cork;Medium
238;Bertani, Amarone della Valpolicella, Classico, Veneto 2013;Bertani;2013;Still;Red;Italy;Veneto;Amarone della Valpolicella;Off-Dry;15.50%;Oaked;['90% Corvina', '10% Rondinella'];;Natural Cork;Full
239;Bertani, Amarone della Valpolicella, Classico, Veneto 2012;Bertani;2012;Still;Red;Italy;Veneto;Amarone della Valpolicella;;;;;;;
240;Bertani, Amarone della Valpolicella, Classico, Veneto 2009;Bertani;2009;Still;Red;Italy;Veneto;Amarone della Valpolicella;Medium Dry;15.40%;Oaked;['90% Corvina', '10% Rondinella'];;Natural Cork;Full
241;Bertani, Amarone della Valpolicella, Classico, Veneto 2010;Bertani;2010;Still;Red;Italy;Veneto;Amarone della Valpolicella;Dry;15.00%;Oaked;['80% Corvina', '20% Rondinella'];;Natural Cork;Full
242;Bertani, Amarone della Valpolicella, Classico, Veneto 2011;Bertani;2011;Still;Red;Italy;Veneto;Amarone della Valpolicella;Dry;15.00%;;['Corvina', 'Rondinella'];;Cork;Full
243;Bertani, Amarone della Valpolicella, Classico, Veneto 2008;Bertani;2008;Still;Red;Italy;Veneto;Amarone della Valpolicella;Dry;15.00%;Oaked;['80% Corvina', '20% Rondinella'];;Cork;Full
244;Bertani, Amarone della Valpolicella, Classico, Veneto 2007;Bertani;2007;Still;Red;Italy;Veneto;Amarone della Valpolicella;Off-Dry;15.50%;Oaked;['90% Corvina', '10% Rondinella'];;Natural Cork;Full
245;Bertani, Amarone della Valpolicella, Classico, Veneto 2006;Bertani;2006;Still;Red;Italy;Veneto;Amarone della Valpolicella;Off-Dry;15.30%;Oaked;['90% Corvina', '10% Rondinella'];;Natural Cork;Full
246;Bertani, Amarone della Valpolicella, Classico, Veneto 2005;Bertani;2005;Still;Red;Italy;Veneto;Amarone della Valpolicella;Off-Dry;15.30%;Oaked;['90% Corvina', '10% Rondinella'];;Natural Cork;Full
247;Bertani, Amarone della Valpolicella, Classico, Veneto 2003;Bertani;2003;Still;Red;Italy;Veneto;Amarone della Valpolicella;Off-Dry;15.40%;Oaked;['90% Corvina', '10% Rondinella'];;Natural Cork;Full
248;Bertani, Amarone della Valpolicella, Classico, Veneto 2004;Bertani;2004;Still;Red;Italy;Veneto;Amarone della Valpolicella;Off-Dry;15.30%;Oaked;['90% Corvina', '10% Rondinella'];;Natural Cork;Full
249;Bertani, Amarone della Valpolicella, Classico, Veneto 2001;Bertani;2001;Still;Red;Italy;Veneto;Amarone della Valpolicella;Off-Dry;15.20%;Oaked;['90% Corvina', '10% Rondinella'];;Natural Cork;Full
